Code,Title,Credits,AH,SE,SS,ACGH,DD,OL,QL,SL,VL,WC,WE,Desc
HIS 138A,"The Rise of the Russian Empire, 1304-1825",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Expansion of the Russian state in Muscovite and imperial era. Emphasis on autocratic rule, the incorporation of non-Russian peoples, and emergence of Russia as a Great Power. Only 2 units of credit will be allowed to students who have completed former HIS 137B."
HIS 138B,"Reform & Revolution in Tsarist Russia, 1825-1917",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Processes of state reform and social change in the 19th century; failure of reform and collapse of the Russian Empire; the revolutions of 1917."
HIS 138C,"Russian History: The Rise & Fall of the Soviet Union, 1917 to Present",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Emergence of the Soviet Union as a socialist system and a Great Power; the decline and collapse of the Soviet Union and the formation of independent nation states in its place. Not open for credit to students who have completed former HIS 137C."
HIS 139A,"Medieval & Renaissance Medicine",4,4,,4,,,,,,,4,4,"Discussion/Laboratory-3 hour(s); Term Paper. History of medicine, circa 1000-1700. Revival of ancient medicine; role of the universities; development of anatomy, chemistry and natural history; ideas about the body; cultural understanding of disease; hospital and the public health system."
HIS 139B,"Medicine, Society, & Culture in Modern Europe",4,4,,4,,,,,,,4,4,"Lecture-2 hour(s); Discussion-1 hour(s); Term Paper. History of European medicine, 18th to 20th centuries, by examining the development of medical knowledge in epidemiology and anatomy; function of this knowledge, how it changed with technological breakthroughs and professionalization;and role of medicine in attitudes toward poverty, women, race, disease."
HIS 140,"The Rise of Capitalism in Europe",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Comparative analysis of major interpretations of the rise of merchant capitalism during the Middle Ages and Renaissance; European expansion overseas, 1450-1815; the transition to modern capitalism via industrial revolution. Interplay of social, political, cultural, and economic history."
HIS 141,"France Since 1815",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. France since 1815."
HIS 142A,"History of the Holocaust",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Topics include comparative genocide, medieval and modern antisemitism, modern German history, the rise of Nazism, Jewish life in Europe before the Nazi period, and the fate of the Jewish communities and other persecuted groups in Europe from 1933-1945."
HIS 142B,"The Memory of the Holocaust",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Examination of the literary, philosophical, theological and artistic responses to the Holocaust of the European Jews. Exploration of how memory is constructed, by whom and for what purposes."
HIS 143,"History of Eastern Europe & the Balkans",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s). History of the Baltic, Danubian, and Balkan lands since the Middle Ages. National cultures and conflicts in the Polish Commonwealth and the Habsburg and Ottoman Empires; nationalist movements, the 20th century, including an analysis of the contemporary scene."
HIS 144A,"History of Germany, 1450 to 1789",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Extensive Writing. Survey of early modern Germany, 1450 to 1789, covering the theology and social history of the Reformation, the Peasants War of 1525, religious warfare, state building and absolutism, the rise of Prussia, Austro-Prussian dualism, and the German Enlightenment."
HIS 144B,"History of Germany since 1789",4,4,,4,,,,,,,4,4,"Lecture/Discussion-3 hour(s); Extensive Writing. History of the German lands in the age of the French Revolution; 19th-century liberalism, nationalism, and industrialization; the World Wars, National Socialism, and the Holocaust; east and west Germany in the Cold War; the post-reunification scene. Not open for credit to students who have completed former HIS 144."
HIS 145,"War & Revolution in Europe: 1789-1918",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Survey of revolutionary movements, international crises, and wars in Europe from the French Revolution to World War I."
HIS 146A,"Europe in the 20th Century",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Survey of the history of Europe from 1919 to 1939."
HIS 146B,"Europe in the 20th Century",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Survey of the history of Europe since 1939."
HIS 147A,"European Intellectual History: 1800-1870",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. European thought in the early industrial era. Shifting cultural frameworks, from romanticism to scientism; liberal and socialist reactions to social change. Focus on the work of Goethe, Hegel, J.S. Mill, Marx, Darwin and Flaubert."
HIS 147B,"European Intellectual History: 1870-1920",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Cultural and intellectual watershed of the late-19th and early-20th centuries. Emergence of modern art and literature; psychoanalysis and the new social sciences. Focus on the work of Baudelaire, Wagner, Nietzsche, Freud, Weber and Kafka."
HIS 147C,"European Intellectual History: 1920-1970",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. European thought and culture since World War I. Coverage includes: literature and politics; Communism and Western Marxism; Fascism; Existentialism; Structuralism; Feminism. Particular attention to Lenin, Brecht, Hitler, Sartre, Camus, Beckett, Marcuse, Foucault, Woolf and de Beauvoir."
HIS 148A,"Women & Society in Europe: 1500-1789",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Roles and perceptions of women from the Renaissance to the French Revolution. Emphasis on social and economic factors as well as on discussions of women in the writings of political theorists and social commentators."
HIS 148B,"Women & Society in Europe: 1789-1920",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Roles and perceptions of women from the French Revolution to World War I, primarily in France and England. Emphasis on social and economic developments within a loosely chronological and comparative framework."
HIS 148C,"Women in Society in Europe: 1914-Present",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. History of 20th-century Europe from the perspective of women and the family, and of sexual and gender relations. Emphasis on the impact on women of major events and movements, such as World War I, fascism, Soviet communism, World War II, the welfare state, feminism, and mass culture."
HIS 149,"Comparative Cultural History of Modern Britain & France, 1880-1914",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Cultural comparison of the histories of Britain and France during the fin de siecle. Addresses cultural debates of the period (including gender, race, class) and the practices of cultural history."
HIS 151A,"England: The Middle Ages",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Origins of England to the accession of the Lancastrians. Survey includes: impact of Norman Conquest on Anglo-Saxon institutions; rise of the Church, common law, parliament, and the economy; thought, arts, and literature to the age of Chaucer and Wyclif."
HIS 151B,"England: The Early Modern Centuries",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. From Lancaster and York to the Glorious Revolution. Includes growth of the Church of England; beginnings of modern worldwide economy; rise of the gentry and parliament; thought, arts, and literature in the times of More, Shakespeare, Hobbes, Wren, and Newton."
HIS 151C,"18th-Century England",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. English history from the Glorious Revolution to the French Revolution. Examination of the transformation of one of Europe's most politically unstable kingdoms into the firmly established constitutional monarchy which provided an environment fit to engender the industrial revolution."
HIS 151D,"Industrial England",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. English history from Waterloo to the Battle of Britain; the rise and continuance of the first industrial nation, examining the transformation of landed to class society, oligarchy to democracy and bureaucracy, Bentham to Bloomsbury, empire to commonwealth."
HIS 156,"Latin American Migration History",4,,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Migrations to, from, and within Latin America, with a focus on the period from independence to the present day. The historical development of settler colonialism, inter-regional migrations, rural-to-urban migration, migration promotion, restriction laws, naturalization, and sanctuary across Latin American scenarios. Research paper required. Not open for credit to students who have previously completed an upper division history course in latin american migration history."
HIS 157,"Business, Biomes & Knowledge: Latin American Environmental History",4,,,4,,,,,,,4,4,"Lecture-3 hour(s); Project (Term Project). Introduction to the geography, political ecology, environmental movements of Latin America and the Caribbean, regional biomes, commodity markets, and the relationships between non-human ecosystems and Latin American societies. Development of extractive processes, land law, agricultural practices, scientific knowledge, and environmental conservation in neotropical forests, Sonoran Desert, the Amazon, Andes and Pampas, among other ecologies."
HIS 158,"Special Topics in Latin American History",4,4,,,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Topics in the history of Latin America. Topics may be framed geographically (e.g., Central America), chronologically (e.g., The Cold War) or thematically (e.g., environmental history). May be repeated up to 3 time(s) when topic differs."
HIS 159,"Women & Gender in Latin American History",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Extensive Writing. Roles of women and men in the history of Latin America, with an emphasis on the intersection of gender with racial and class categories. Introduction to the theoretical premises of women’s and gender history."
HIS 160,"Spain & America in the 16th Century",4,4,,4,,,,,,,4,4,"Lecture-3 hour(s); Term Paper. Atlantic world in the 16th century, particularly the transcultural and reciprocal social and economic relations between Spain and America in the course of colonization."
HIS 161,"Human Rights in Latin America",4,4,,4,,,,,,4,4,4,"Lecture-3 hour(s); Term Paper. History of the origins, denial and protection of Human Rights in Latin America. Emphasis on dictatorships, political violence, social resistance, democracy, justice, accountability, truth commissions, memory. (Same course as HMR 161.)"
